t,b,g,r,helper,counter
5.422083333333333,0,0,0,"0,0,0",65
5.5055,0,0,0,"0,0,0",66
5.588916666666666,0,0,0,"0,0,0",67
5.672333333333333,0,0,0,"0,0,0",68
5.75575,0,0,0,"0,0,0",69
5.839166666666666,0,0,0,"0,0,0",70
5.922583333333333,0,0,0,"0,0,0",71
6.005999999999999,0,0,0,"0,0,0",72
6.089416666666666,0,0,0,"0,0,0",73
6.172833333333333,0,0,0,"0,0,0",74
6.25625,0,0,0,"0,0,0",75
6.339666666666666,0,0,0,"0,0,0",76
6.423083333333333,0,0,0,"0,0,0",77
6.5065,0,0,0,"0,0,0",78
