t,b,g,r,helper,counter
6.589916666666666,0,0,0,"0,0,0",79
6.673333333333333,0,0,0,"0,0,0",80
6.756749999999999,0,0,0,"0,0,0",81
6.840166666666666,0,0,0,"0,0,0",82
6.923583333333333,0,0,0,"0,0,0",83
7.007,0,0,0,"0,0,0",84
7.090416666666666,0,0,0,"0,0,0",85
7.173833333333333,0,0,0,"0,0,0",86
7.257249999999999,0,0,0,"0,0,0",87
7.3406666666666665,0,0,0,"0,0,0",88
7.424083333333333,0,0,0,"0,0,0",89
7.507499999999999,0,0,0,"0,0,0",90
7.590916666666666,0,0,0,"0,0,0",91
7.674333333333333,0,0,0,"0,0,0",92
7.75775,0,0,0,"0,0,0",93
7.841166666666666,0,0,0,"0,0,0",94
7.924583333333333,0,0,0,"0,0,0",95
8.008,0,0,0,"0,0,0",96
8.091416666666666,0,0,0,"0,0,0",97
8.174833333333332,0,0,0,"0,0,0",98
8.258249999999999,0,0,0,"0,0,0",99
8.341666666666667,0,0,0,"0,0,0",100
8.425083333333333,0,0,0,"0,0,0",101
8.5085,0,0,0,"0,0,0",102
8.591916666666666,0,0,0,"0,0,0",103
8.675333333333333,0,0,0,"0,0,0",104
8.75875,0,0,0,"0,0,0",105
8.842166666666666,0,0,0,"0,0,0",106
8.925583333333332,0,0,0,"0,0,0",107
9.008999999999999,0,0,0,"0,0,0",108
9.092416666666667,0,0,0,"0,0,0",109
9.175833333333333,0,0,0,"0,0,0",110
9.25925,0,0,0,"0,0,0",111
9.342666666666666,0,0,0,"0,0,0",112
9.426083333333333,0,0,0,"0,0,0",113
9.5095,0,0,0,"0,0,0",114
9.592916666666666,0,0,0,"0,0,0",115
9.676333333333332,0,0,0,"0,0,0",116
9.759749999999999,0,0,0,"0,0,0",117
9.843166666666667,0,0,0,"0,0,0",118
9.926583333333333,0,0,0,"0,0,0",119
10.01,0,0,0,"0,0,0",120
10.093416666666666,102,153,189,"189,153,102",1
10.176833333333333,102,153,189,"189,153,102",2
10.26025,102,153,189,"189,153,102",3
10.343666666666666,102,153,189,"189,153,102",4
10.427083333333332,102,153,189,"189,153,102",5
10.510499999999999,102,153,189,"189,153,102",6
10.593916666666665,102,153,189,"189,153,102",7
10.677333333333333,102,153,189,"189,153,102",8
10.76075,102,153,189,"189,153,102",9
10.844166666666666,102,153,189,"189,153,102",10
10.927583333333333,102,153,189,"189,153,102",11
11.011,102,153,189,"189,153,102",12
11.094416666666666,102,153,189,"189,153,102",13
11.177833333333332,102,153,189,"189,153,102",14
11.261249999999999,102,153,189,"189,153,102",15
11.344666666666665,102,153,189,"189,153,102",16
11.428083333333333,102,153,189,"189,153,102",17
11.5115,102,153,189,"189,153,102",18
11.594916666666666,102,153,189,"189,153,102",19
11.678333333333333,102,153,189,"189,153,102",20
11.76175,102,153,189,"189,153,102",21
11.845166666666666,102,153,189,"189,153,102",22
11.928583333333332,102,153,189,"189,153,102",23
12.011999999999999,102,153,189,"189,153,102",24
12.095416666666665,102,153,189,"189,153,102",25
12.178833333333332,102,153,189,"189,153,102",26
12.26225,102,153,189,"189,153,102",27
12.345666666666666,102,153,189,"189,153,102",28
12.429083333333333,102,153,189,"189,153,102",29
12.5125,102,153,189,"189,153,102",30
12.595916666666666,102,153,189,"189,153,102",31
12.679333333333332,102,153,189,"189,153,102",32
12.762749999999999,102,153,189,"189,153,102",33
12.846166666666665,102,153,189,"189,153,102",34
12.929583333333332,102,153,189,"189,153,102",35
13.013,102,153,189,"189,153,102",36
13.096416666666666,102,153,189,"189,153,102",37
13.179833333333333,102,153,189,"189,153,102",38
13.26325,102,153,189,"189,153,102",39
13.346666666666666,102,153,189,"189,153,102",40
13.430083333333332,102,153,189,"189,153,102",41
13.513499999999999,102,153,189,"189,153,102",42
13.596916666666665,102,153,189,"189,153,102",43
13.680333333333332,102,153,189,"189,153,102",44
13.763749999999998,102,153,189,"189,153,102",45
13.847166666666666,102,153,189,"189,153,102",46
13.930583333333333,102,153,189,"189,153,102",47
14.014,102,153,189,"189,153,102",48
14.097416666666666,102,153,189,"189,153,102",49
14.180833333333332,102,153,189,"189,153,102",50
14.264249999999999,102,153,189,"189,153,102",51
14.347666666666665,102,153,189,"189,153,102",52
14.431083333333332,102,153,189,"189,153,102",53
14.514499999999998,102,153,189,"189,153,102",54
14.597916666666666,102,153,189,"189,153,102",55
14.681333333333333,102,153,189,"189,153,102",56
14.76475,102,153,189,"189,153,102",57
14.848166666666666,102,153,189,"189,153,102",58
14.931583333333332,102,153,189,"189,153,102",59
15.014999999999999,102,153,189,"189,153,102",60
15.098416666666665,102,153,189,"189,153,102",61
15.181833333333332,102,153,189,"189,153,102",62
15.265249999999998,102,153,189,"189,153,102",63
15.348666666666666,102,153,189,"189,153,102",64
15.432083333333333,102,153,189,"189,153,102",65
15.5155,102,153,189,"189,153,102",66
15.598916666666666,102,153,189,"189,153,102",67
15.682333333333332,102,153,189,"189,153,102",68
15.765749999999999,102,153,189,"189,153,102",69
15.849166666666665,102,153,189,"189,153,102",70
15.932583333333332,102,153,189,"189,153,102",71
16.016,102,153,189,"189,153,102",72
16.099416666666666,102,153,189,"189,153,102",73
16.18283333333333,102,153,189,"189,153,102",74
16.26625,102,153,189,"189,153,102",75
16.349666666666664,102,153,189,"189,153,102",76
16.433083333333332,102,153,189,"189,153,102",77
16.516499999999997,102,153,189,"189,153,102",78
16.599916666666665,102,153,189,"189,153,102",79
16.683333333333334,102,153,189,"189,153,102",80
16.76675,102,153,189,"189,153,102",81
16.850166666666667,102,153,189,"189,153,102",82
16.93358333333333,102,153,189,"189,153,102",83
17.017,102,153,189,"189,153,102",84
17.100416666666664,102,153,189,"189,153,102",85
17.183833333333332,102,153,189,"189,153,102",86
17.267249999999997,102,153,189,"189,153,102",87
17.350666666666665,102,153,189,"189,153,102",88
17.434083333333334,102,153,189,"189,153,102",89
17.5175,102,153,189,"189,153,102",90
17.600916666666667,102,153,189,"189,153,102",91
17.68433333333333,102,153,189,"189,153,102",92
17.76775,102,153,189,"189,153,102",93
17.851166666666664,102,153,189,"189,153,102",94
17.934583333333332,102,153,189,"189,153,102",95
18.017999999999997,102,153,189,"189,153,102",96
18.101416666666665,102,153,189,"189,153,102",97
18.184833333333334,102,153,189,"189,153,102",98
18.26825,102,153,189,"189,153,102",99
18.351666666666667,102,153,189,"189,153,102",100
18.43508333333333,102,153,189,"189,153,102",101
18.5185,102,153,189,"189,153,102",102
18.601916666666664,102,153,189,"189,153,102",103
18.685333333333332,102,153,189,"189,153,102",104
18.768749999999997,102,153,189,"189,153,102",105
18.852166666666665,102,153,189,"189,153,102",106
18.935583333333334,102,153,189,"189,153,102",107
19.019,102,153,189,"189,153,102",108
19.102416666666667,102,153,189,"189,153,102",109
19.18583333333333,102,153,189,"189,153,102",110
19.26925,102,153,189,"189,153,102",111
19.352666666666664,102,153,189,"189,153,102",112
19.436083333333332,102,153,189,"189,153,102",113
19.519499999999997,102,153,189,"189,153,102",114
19.602916666666665,102,153,189,"189,153,102",115
19.686333333333334,102,153,189,"189,153,102",116
19.76975,102,153,189,"189,153,102",117
19.853166666666667,102,153,189,"189,153,102",118
19.93658333333333,102,153,189,"189,153,102",119
20.02,102,153,189,"189,153,102",120
20.103416666666664,102,153,189,"189,153,102",121
20.186833333333333,102,153,189,"189,153,102",122
20.270249999999997,102,153,189,"189,153,102",123
20.353666666666665,102,153,189,"189,153,102",124
20.43708333333333,102,153,189,"189,153,102",125
20.5205,102,153,189,"189,153,102",126
20.603916666666667,102,153,189,"189,153,102",127
20.68733333333333,102,153,189,"189,153,102",128
20.77075,102,153,189,"189,153,102",129
20.854166666666664,102,153,189,"189,153,102",130
20.937583333333333,102,153,189,"189,153,102",131
21.020999999999997,102,153,189,"189,153,102",132
21.104416666666665,102,153,189,"189,153,102",133
21.18783333333333,102,153,189,"189,153,102",134
21.27125,102,153,189,"189,153,102",135
21.354666666666667,102,153,189,"189,153,102",136
21.43808333333333,102,153,189,"189,153,102",137
21.5215,102,153,189,"189,153,102",138
21.604916666666664,102,153,189,"189,153,102",139
21.688333333333333,102,153,189,"189,153,102",140
21.771749999999997,102,153,189,"189,153,102",141
21.855166666666666,102,153,189,"189,153,102",142
21.93858333333333,102,153,189,"189,153,102",143
22.022,102,153,189,"189,153,102",144
22.105416666666667,102,153,189,"189,153,102",145
22.18883333333333,102,153,189,"189,153,102",146
22.27225,102,153,189,"189,153,102",147
22.355666666666664,102,153,189,"189,153,102",148
22.439083333333333,102,153,189,"189,153,102",149
22.522499999999997,102,153,189,"189,153,102",150
22.605916666666666,102,153,189,"189,153,102",151
22.68933333333333,66,99,129,"129,99,66",1
22.77275,66,99,129,"129,99,66",2
22.856166666666667,66,99,129,"129,99,66",3
22.93958333333333,66,99,129,"129,99,66",4
23.023,66,99,129,"129,99,66",5
23.106416666666664,66,99,129,"129,99,66",6
23.189833333333333,54,82,115,"115,82,54",1
23.273249999999997,94,139,173,"173,139,94",1
23.356666666666666,94,139,173,"173,139,94",2
23.44008333333333,94,139,173,"173,139,94",3
23.5235,94,139,173,"173,139,94",4
23.606916666666663,95,144,182,"182,144,95",1
23.69033333333333,95,144,182,"182,144,95",2
23.77375,95,144,182,"182,144,95",3
23.857166666666664,95,144,182,"182,144,95",4
23.940583333333333,95,144,182,"182,144,95",5
24.023999999999997,95,144,182,"182,144,95",6
24.107416666666666,94,139,173,"173,139,94",1
24.19083333333333,94,139,173,"173,139,94",2
24.27425,94,139,173,"173,139,94",3
24.357666666666663,94,139,173,"173,139,94",4
24.44108333333333,94,139,173,"173,139,94",5
24.5245,94,139,173,"173,139,94",6
24.607916666666664,95,144,182,"182,144,95",1
24.691333333333333,54,82,115,"115,82,54",1
24.774749999999997,95,144,182,"182,144,95",1
24.858166666666666,54,82,115,"115,82,54",1
24.94158333333333,172,212,210,"210,212,172",1
25.025,172,212,210,"210,212,172",2
25.108416666666663,172,212,210,"210,212,172",3
25.19183333333333,172,212,210,"210,212,172",4
25.27525,172,212,210,"210,212,172",5
25.358666666666664,172,212,210,"210,212,172",6
25.442083333333333,172,212,210,"210,212,172",7
25.525499999999997,172,212,210,"210,212,172",8
25.608916666666666,172,212,210,"210,212,172",9
25.69233333333333,172,212,210,"210,212,172",10
25.77575,172,212,210,"210,212,172",11
25.859166666666663,172,212,210,"210,212,172",12
25.94258333333333,172,212,210,"210,212,172",13
26.026,172,212,210,"210,212,172",14
26.109416666666664,172,212,210,"210,212,172",15
26.192833333333333,172,212,210,"210,212,172",16
26.276249999999997,172,212,210,"210,212,172",17
26.359666666666666,172,212,210,"210,212,172",18
26.44308333333333,172,212,210,"210,212,172",19
26.5265,172,212,210,"210,212,172",20
26.609916666666663,172,212,210,"210,212,172",21
26.69333333333333,172,212,210,"210,212,172",22
26.77675,172,212,210,"210,212,172",23
26.860166666666665,172,212,210,"210,212,172",24
26.943583333333333,172,212,210,"210,212,172",25
27.026999999999997,172,212,210,"210,212,172",26
27.110416666666666,172,212,210,"210,212,172",27
27.19383333333333,172,212,210,"210,212,172",28
27.27725,172,212,210,"210,212,172",29
27.360666666666663,172,212,210,"210,212,172",30
27.44408333333333,172,212,210,"210,212,172",31
27.527499999999996,172,212,210,"210,212,172",32
27.610916666666665,172,212,210,"210,212,172",33
27.694333333333333,172,212,210,"210,212,172",34
27.777749999999997,172,212,210,"210,212,172",35
27.861166666666666,172,212,210,"210,212,172",36
27.94458333333333,172,212,210,"210,212,172",37
28.028,172,212,210,"210,212,172",38
28.111416666666663,172,212,210,"210,212,172",39
28.19483333333333,172,212,210,"210,212,172",40
28.278249999999996,172,212,210,"210,212,172",41
28.361666666666665,139,172,173,"173,172,139",1
28.445083333333333,83,128,164,"164,128,83",1
28.528499999999998,139,172,173,"173,172,139",1
28.611916666666666,83,128,164,"164,128,83",1
28.69533333333333,83,128,164,"164,128,83",2
28.77875,83,128,164,"164,128,83",3
28.862166666666663,83,128,164,"164,128,83",4
28.94558333333333,83,128,164,"164,128,83",5
29.028999999999996,83,128,164,"164,128,83",6
29.112416666666665,83,128,164,"164,128,83",7
29.195833333333333,83,128,164,"164,128,83",8
29.279249999999998,139,172,173,"173,172,139",1
29.362666666666666,83,128,164,"164,128,83",1
29.44608333333333,83,128,164,"164,128,83",2
29.5295,83,128,164,"164,128,83",3
29.612916666666663,83,128,164,"164,128,83",4
29.69633333333333,83,128,164,"164,128,83",5
29.779749999999996,83,128,164,"164,128,83",6
29.863166666666665,83,128,164,"164,128,83",7
29.946583333333333,83,128,164,"164,128,83",8
30.029999999999998,83,128,164,"164,128,83",9
30.113416666666666,83,128,164,"164,128,83",10
30.19683333333333,83,128,164,"164,128,83",11
30.28025,83,128,164,"164,128,83",12
30.363666666666663,83,128,164,"164,128,83",13
30.44708333333333,83,128,164,"164,128,83",14
30.530499999999996,83,128,164,"164,128,83",15
30.613916666666665,83,128,164,"164,128,83",16
30.697333333333333,83,128,164,"164,128,83",17
30.780749999999998,83,128,164,"164,128,83",18
30.864166666666666,83,128,164,"164,128,83",19
30.94758333333333,83,128,164,"164,128,83",20
31.031,83,128,164,"164,128,83",21
31.114416666666664,83,128,164,"164,128,83",22
31.19783333333333,83,128,164,"164,128,83",23
31.281249999999996,83,128,164,"164,128,83",24
31.364666666666665,83,128,164,"164,128,83",25
31.44808333333333,83,128,164,"164,128,83",26
31.531499999999998,83,128,164,"164,128,83",27
31.614916666666666,139,172,173,"173,172,139",1
31.69833333333333,83,128,164,"164,128,83",1
31.78175,83,128,164,"164,128,83",2
31.865166666666664,83,128,164,"164,128,83",3
31.948583333333332,83,128,164,"164,128,83",4
32.032,83,128,164,"164,128,83",5
32.11541666666666,83,128,164,"164,128,83",6
32.19883333333333,94,139,173,"173,139,94",1
32.28225,83,128,164,"164,128,83",1
32.36566666666666,83,128,164,"164,128,83",2
32.449083333333334,83,128,164,"164,128,83",3
32.5325,83,128,164,"164,128,83",4
32.615916666666664,83,128,164,"164,128,83",5
32.69933333333333,83,128,164,"164,128,83",6
32.78275,83,128,164,"164,128,83",7
32.866166666666665,95,144,182,"182,144,95",1
32.94958333333333,95,144,182,"182,144,95",2
33.032999999999994,95,144,182,"182,144,95",3
33.116416666666666,95,144,182,"182,144,95",4
33.19983333333333,95,144,182,"182,144,95",5
33.283249999999995,95,144,182,"182,144,95",6
33.36666666666667,95,144,182,"182,144,95",7
33.45008333333333,95,144,182,"182,144,95",8
33.5335,95,144,182,"182,144,95",9
33.61691666666666,95,144,182,"182,144,95",10
33.70033333333333,95,144,182,"182,144,95",11
33.78375,95,144,182,"182,144,95",12
33.86716666666666,95,144,182,"182,144,95",13
33.950583333333334,95,144,182,"182,144,95",14
34.034,95,144,182,"182,144,95",15
34.117416666666664,95,144,182,"182,144,95",16
34.20083333333333,95,144,182,"182,144,95",17
34.28425,95,144,182,"182,144,95",18
34.367666666666665,95,144,182,"182,144,95",19
34.45108333333333,95,144,182,"182,144,95",20
34.534499999999994,95,144,182,"182,144,95",21
34.617916666666666,95,144,182,"182,144,95",22
34.70133333333333,95,144,182,"182,144,95",23
34.784749999999995,95,144,182,"182,144,95",24
34.86816666666667,95,144,182,"182,144,95",25
34.95158333333333,95,144,182,"182,144,95",26
35.035,95,144,182,"182,144,95",27
35.11841666666666,95,144,182,"182,144,95",28
35.20183333333333,95,144,182,"182,144,95",29
35.28525,95,144,182,"182,144,95",30
35.36866666666666,95,144,182,"182,144,95",31
35.452083333333334,95,144,182,"182,144,95",32
35.5355,95,144,182,"182,144,95",33
35.618916666666664,95,144,182,"182,144,95",34
35.70233333333333,95,144,182,"182,144,95",35
35.78575,95,144,182,"182,144,95",36
35.869166666666665,95,144,182,"182,144,95",37
35.95258333333333,95,144,182,"182,144,95",38
36.035999999999994,95,144,182,"182,144,95",39
36.119416666666666,95,144,182,"182,144,95",40
36.20283333333333,0,0,0,"0,0,0",1
36.286249999999995,0,0,0,"0,0,0",2
36.36966666666667,0,0,0,"0,0,0",3
36.45308333333333,0,0,0,"0,0,0",4
36.5365,0,0,0,"0,0,0",5
36.61991666666666,0,0,0,"0,0,0",6
36.70333333333333,0,0,0,"0,0,0",7
36.78675,0,0,0,"0,0,0",8
36.87016666666666,0,0,0,"0,0,0",9
36.95358333333333,0,0,0,"0,0,0",10
37.037,0,0,0,"0,0,0",11
37.120416666666664,0,0,0,"0,0,0",12
37.20383333333333,0,0,0,"0,0,0",13
37.28725,0,0,0,"0,0,0",14
37.370666666666665,0,0,0,"0,0,0",15
37.45408333333333,0,0,0,"0,0,0",16
37.537499999999994,0,0,0,"0,0,0",17
37.620916666666666,0,0,0,"0,0,0",18
37.70433333333333,0,0,0,"0,0,0",19
37.787749999999996,0,0,0,"0,0,0",20
37.87116666666667,0,0,0,"0,0,0",21
37.95458333333333,0,0,0,"0,0,0",22
38.038,0,0,0,"0,0,0",23
38.12141666666666,0,0,0,"0,0,0",24
38.20483333333333,0,0,0,"0,0,0",25
38.28825,0,0,0,"0,0,0",26
38.37166666666666,0,0,0,"0,0,0",27
38.45508333333333,0,0,0,"0,0,0",28
38.5385,0,0,0,"0,0,0",29
38.621916666666664,0,0,0,"0,0,0",30
38.70533333333333,0,0,0,"0,0,0",31
38.78875,0,0,0,"0,0,0",32
38.872166666666665,0,0,0,"0,0,0",33
38.95558333333333,0,0,0,"0,0,0",34
39.038999999999994,0,0,0,"0,0,0",35
39.122416666666666,13,13,11,"11,13,13",1
39.20583333333333,13,13,11,"11,13,13",2
39.289249999999996,13,13,11,"11,13,13",3
39.37266666666667,13,13,11,"11,13,13",4
39.45608333333333,21,24,30,"30,24,21",1
39.5395,21,24,30,"30,24,21",2
39.62291666666666,21,24,30,"30,24,21",3
39.70633333333333,27,38,47,"47,38,27",1
39.78975,27,38,47,"47,38,27",2
39.87316666666666,27,38,47,"47,38,27",3
39.95658333333333,27,38,47,"47,38,27",4
40.04,27,38,47,"47,38,27",5
40.123416666666664,45,59,62,"62,59,45",1
40.20683333333333,45,59,62,"62,59,45",2
40.29025,45,59,62,"62,59,45",3
40.373666666666665,44,66,85,"85,66,44",1
40.45708333333333,44,66,85,"85,66,44",2
40.540499999999994,44,66,85,"85,66,44",3
40.623916666666666,44,66,85,"85,66,44",4
40.70733333333333,44,66,85,"85,66,44",5
40.790749999999996,54,82,115,"115,82,54",1
40.87416666666666,54,82,115,"115,82,54",2
40.95758333333333,54,82,115,"115,82,54",3
41.041,54,82,115,"115,82,54",4
41.12441666666666,66,99,129,"129,99,66",1
41.20783333333333,66,99,129,"129,99,66",2
41.29125,66,99,129,"129,99,66",3
41.37466666666666,66,99,129,"129,99,66",4
41.45808333333333,66,99,129,"129,99,66",5
41.5415,83,128,164,"164,128,83",1
41.624916666666664,83,128,164,"164,128,83",2
41.70833333333333,83,128,164,"164,128,83",3
41.79175,83,128,164,"164,128,83",4
41.875166666666665,83,128,164,"164,128,83",5
41.95858333333333,83,128,164,"164,128,83",6
42.041999999999994,83,128,164,"164,128,83",7
42.125416666666666,94,139,173,"173,139,94",1
42.20883333333333,94,139,173,"173,139,94",2
42.292249999999996,95,144,182,"182,144,95",1
42.37566666666666,102,153,189,"189,153,102",1
42.45908333333333,102,153,189,"189,153,102",2
42.5425,102,153,189,"189,153,102",3
42.62591666666666,112,173,209,"209,173,112",1
42.70933333333333,104,160,199,"199,160,104",1
42.79275,112,173,209,"209,173,112",1
42.87616666666666,104,160,199,"199,160,104",1
42.95958333333333,112,173,209,"209,173,112",1
43.043,112,173,209,"209,173,112",2
43.126416666666664,112,173,209,"209,173,112",3
43.20983333333333,112,173,209,"209,173,112",4
43.29325,112,173,209,"209,173,112",5
43.376666666666665,112,173,209,"209,173,112",6
43.46008333333333,112,173,209,"209,173,112",7
43.543499999999995,112,173,209,"209,173,112",8
43.626916666666666,112,173,209,"209,173,112",9
43.71033333333333,112,173,209,"209,173,112",10
43.793749999999996,112,173,209,"209,173,112",11
43.87716666666666,112,173,209,"209,173,112",12
43.96058333333333,112,173,209,"209,173,112",13
44.044,112,173,209,"209,173,112",14
44.12741666666666,112,173,209,"209,173,112",15
44.21083333333333,112,173,209,"209,173,112",16
44.29425,112,173,209,"209,173,112",17
44.37766666666666,112,173,209,"209,173,112",18
44.46108333333333,112,173,209,"209,173,112",19
44.5445,112,173,209,"209,173,112",20
44.627916666666664,112,173,209,"209,173,112",21
44.71133333333333,112,173,209,"209,173,112",22
44.79474999999999,112,173,209,"209,173,112",23
44.878166666666665,112,173,209,"209,173,112",24
44.96158333333333,112,173,209,"209,173,112",25
45.044999999999995,112,173,209,"209,173,112",26
45.128416666666666,112,173,209,"209,173,112",27
45.21183333333333,112,173,209,"209,173,112",28
45.295249999999996,112,173,209,"209,173,112",29
45.37866666666666,112,173,209,"209,173,112",30
45.46208333333333,112,173,209,"209,173,112",31
45.5455,112,173,209,"209,173,112",32
45.62891666666666,112,173,209,"209,173,112",33
45.71233333333333,112,173,209,"209,173,112",34
45.79575,112,173,209,"209,173,112",35
45.87916666666666,112,173,209,"209,173,112",36
45.96258333333333,104,160,199,"199,160,104",1
46.046,104,160,199,"199,160,104",2
46.129416666666664,104,160,199,"199,160,104",3
46.21283333333333,104,160,199,"199,160,104",4
46.29624999999999,104,160,199,"199,160,104",5
46.379666666666665,104,160,199,"199,160,104",6
46.46308333333333,104,160,199,"199,160,104",7
46.546499999999995,104,160,199,"199,160,104",8
46.62991666666667,104,160,199,"199,160,104",9
46.71333333333333,104,160,199,"199,160,104",10
46.796749999999996,104,160,199,"199,160,104",11
46.88016666666666,104,160,199,"199,160,104",12
46.96358333333333,104,160,199,"199,160,104",13
47.047,104,160,199,"199,160,104",14
47.13041666666666,104,160,199,"199,160,104",15
47.213833333333326,104,160,199,"199,160,104",16
47.29725,104,160,199,"199,160,104",17
47.38066666666666,104,160,199,"199,160,104",18
47.46408333333333,104,160,199,"199,160,104",19
47.5475,104,160,199,"199,160,104",20
47.630916666666664,104,160,199,"199,160,104",21
47.71433333333333,104,160,199,"199,160,104",22
47.79774999999999,104,160,199,"199,160,104",23
47.881166666666665,104,160,199,"199,160,104",24
47.96458333333333,104,160,199,"199,160,104",25
48.047999999999995,104,160,199,"199,160,104",26
48.13141666666667,104,160,199,"199,160,104",27
48.21483333333333,104,160,199,"199,160,104",28
48.298249999999996,104,160,199,"199,160,104",29
48.38166666666666,104,160,199,"199,160,104",30
48.46508333333333,104,160,199,"199,160,104",31
48.5485,104,160,199,"199,160,104",32
48.63191666666666,104,160,199,"199,160,104",33
48.71533333333333,104,160,199,"199,160,104",34
48.79875,104,160,199,"199,160,104",35
48.88216666666666,104,160,199,"199,160,104",36
48.96558333333333,104,160,199,"199,160,104",37
49.049,104,160,199,"199,160,104",38
49.132416666666664,104,160,199,"199,160,104",39
49.21583333333333,104,160,199,"199,160,104",40
49.299249999999994,104,160,199,"199,160,104",41
49.382666666666665,104,160,199,"199,160,104",42
49.46608333333333,104,160,199,"199,160,104",43
49.549499999999995,104,160,199,"199,160,104",44
49.63291666666667,104,160,199,"199,160,104",45
49.71633333333333,104,160,199,"199,160,104",46
49.799749999999996,104,160,199,"199,160,104",47
49.88316666666666,104,160,199,"199,160,104",48
49.96658333333333,102,153,189,"189,153,102",1
50.05,102,153,189,"189,153,102",2
50.13341666666666,102,153,189,"189,153,102",3
50.21683333333333,102,153,189,"189,153,102",4
50.30025,102,153,189,"189,153,102",5
50.38366666666666,102,153,189,"189,153,102",6
50.46708333333333,102,153,189,"189,153,102",7
50.5505,102,153,189,"189,153,102",8
50.633916666666664,102,153,189,"189,153,102",9
50.71733333333333,102,153,189,"189,153,102",10
50.800749999999994,102,153,189,"189,153,102",11
50.884166666666665,102,153,189,"189,153,102",12
50.96758333333333,102,153,189,"189,153,102",13
51.050999999999995,102,153,189,"189,153,102",14
51.13441666666666,102,153,189,"189,153,102",15
51.21783333333333,102,153,189,"189,153,102",16
51.301249999999996,102,153,189,"189,153,102",17
51.38466666666666,102,153,189,"189,153,102",18
51.46808333333333,102,153,189,"189,153,102",19
51.5515,102,153,189,"189,153,102",20
51.63491666666666,95,144,182,"182,144,95",1
51.71833333333333,95,144,182,"182,144,95",2
51.80175,95,144,182,"182,144,95",3
51.88516666666666,95,144,182,"182,144,95",4
51.96858333333333,95,144,182,"182,144,95",5
52.052,95,144,182,"182,144,95",6
52.135416666666664,95,144,182,"182,144,95",7
52.21883333333333,95,144,182,"182,144,95",8
52.302249999999994,95,144,182,"182,144,95",9
52.385666666666665,95,144,182,"182,144,95",10
52.46908333333333,95,144,182,"182,144,95",11
52.552499999999995,95,144,182,"182,144,95",12
52.63591666666666,95,144,182,"182,144,95",13
52.71933333333333,95,144,182,"182,144,95",14
52.802749999999996,95,144,182,"182,144,95",15
52.88616666666666,95,144,182,"182,144,95",16
52.96958333333333,95,144,182,"182,144,95",17
53.053,95,144,182,"182,144,95",18
53.13641666666666,95,144,182,"182,144,95",19
53.21983333333333,95,144,182,"182,144,95",20
53.30325,95,144,182,"182,144,95",21
53.38666666666666,94,139,173,"173,139,94",1
53.47008333333333,83,128,164,"164,128,83",1
53.5535,94,139,173,"173,139,94",1
53.636916666666664,83,128,164,"164,128,83",1
53.72033333333333,83,128,164,"164,128,83",2
53.803749999999994,66,99,129,"129,99,66",1
53.887166666666666,83,128,164,"164,128,83",1
53.97058333333333,83,128,164,"164,128,83",2
54.053999999999995,83,128,164,"164,128,83",3
54.13741666666666,83,128,164,"164,128,83",4
54.22083333333333,66,99,129,"129,99,66",1
54.304249999999996,83,128,164,"164,128,83",1
54.38766666666666,83,128,164,"164,128,83",2
54.47108333333333,83,128,164,"164,128,83",3
54.5545,83,128,164,"164,128,83",4
54.63791666666666,83,128,164,"164,128,83",5
54.72133333333333,139,172,173,"173,172,139",1
54.80475,139,172,173,"173,172,139",2
54.88816666666666,139,172,173,"173,172,139",3
54.97158333333333,139,172,173,"173,172,139",4
55.05499999999999,190,223,206,"206,223,190",1
55.138416666666664,190,223,206,"206,223,190",2
55.22183333333333,190,223,206,"206,223,190",3
55.305249999999994,190,223,206,"206,223,190",4
55.388666666666666,190,223,206,"206,223,190",5
55.47208333333333,190,223,206,"206,223,190",6
55.555499999999995,190,223,206,"206,223,190",7
55.63891666666666,190,223,206,"206,223,190",8
55.72233333333333,190,223,206,"206,223,190",9
55.805749999999996,190,223,206,"206,223,190",10
55.88916666666666,94,139,173,"173,139,94",1
55.97258333333333,94,139,173,"173,139,94",2
56.056,94,139,173,"173,139,94",3
56.13941666666666,94,139,173,"173,139,94",4
56.22283333333333,94,139,173,"173,139,94",5
56.30625,94,139,173,"173,139,94",6
56.38966666666666,94,139,173,"173,139,94",7
56.47308333333333,94,139,173,"173,139,94",8
56.55649999999999,94,139,173,"173,139,94",9
56.639916666666664,94,139,173,"173,139,94",10
56.72333333333333,94,139,173,"173,139,94",11
56.806749999999994,94,139,173,"173,139,94",12
56.890166666666666,94,139,173,"173,139,94",13
56.97358333333333,94,139,173,"173,139,94",14
57.056999999999995,13,13,11,"11,13,13",1
57.14041666666666,13,13,11,"11,13,13",2
57.22383333333333,13,13,11,"11,13,13",3
57.307249999999996,13,13,11,"11,13,13",4
57.39066666666666,13,13,11,"11,13,13",5
57.47408333333333,13,13,11,"11,13,13",6
57.5575,13,13,11,"11,13,13",7
57.64091666666666,13,13,11,"11,13,13",8
57.72433333333333,13,13,11,"11,13,13",9
57.80775,13,13,11,"11,13,13",10
57.89116666666666,13,13,11,"11,13,13",11
57.97458333333333,13,13,11,"11,13,13",12
58.05799999999999,13,13,11,"11,13,13",13
58.141416666666665,13,13,11,"11,13,13",14
58.22483333333333,13,13,11,"11,13,13",15
58.308249999999994,13,13,11,"11,13,13",16
58.391666666666666,13,13,11,"11,13,13",17
58.47508333333333,13,13,11,"11,13,13",18
58.558499999999995,13,13,11,"11,13,13",19
